#packet;SourceIP;UDP_Port_Destination;CoAP_Resource;Message_ID;attack
1997;192.168.56.2;5683;www.inrow13.gal/4;7215;0
1998;192.168.56.1;5683;www.inrow15.gal/1;64461;0
1999;192.168.56.3;5683;www.inrow15.gal/1;6082;0
2000;192.168.56.1;5683;www.inrow15.gal/2;64462;0
2001;192.168.56.3;5683;www.inrow15.gal/2;41088;0
2002;192.168.56.1;5683;www.inrow15.gal/3;64463;0
2003;192.168.56.3;5683;www.inrow15.gal/3;46384;0
2004;192.168.56.1;5683;www.inrow15.gal/4;64464;0
2005;192.168.56.3;5683;www.inrow15.gal/4;43089;0
2006;192.168.56.1;5683;www.inrow23.gal/1;64465;0
2007;192.168.56.4;5683;www.inrow23.gal/1;13150;0
2008;192.168.56.1;5683;www.inrow23.gal/2;64466;0
2009;192.168.56.4;5683;www.inrow23.gal/2;55028;0
2010;192.168.56.1;5683;www.inrow23.gal/3;64467;0
2011;192.168.56.4;5683;www.inrow23.gal/3;1978;0
2012;192.168.56.1;5683;www.inrow23.gal/4;64468;0
2013;192.168.56.4;5683;www.inrow23.gal/4;5226;0
2014;192.168.56.1;5683;www.inrow25.gal/1;64469;0
2015;192.168.56.5;5683;www.inrow25.gal/1;10274;0
2016;192.168.56.1;5683;www.inrow25.gal/2;64470;0
2017;192.168.56.5;5683;www.inrow25.gal/2;60788;0
2018;192.168.56.1;5683;www.inrow25.gal/3;64471;0
2019;192.168.56.5;5683;www.inrow25.gal/3;57047;0
2020;192.168.56.1;5683;www.inrow25.gal/4;64472;0
2021;192.168.56.5;5683;www.inrow25.gal/4;2435;0
2022;192.168.56.1;5683;www.inrow13.gal/1;64473;0
2023;192.168.56.2;5683;www.inrow13.gal/1;13018;0
2024;192.168.56.1;5683;www.inrow13.gal/2;64474;0
2025;192.168.56.2;5683;www.inrow13.gal/2;32636;0
2026;192.168.56.1;5683;www.inrow13.gal/3;64475;0
2027;192.168.56.2;5683;www.inrow13.gal/3;26440;0
2028;192.168.56.1;5683;www.inrow13.gal/4;64476;0
2029;192.168.56.2;5683;www.inrow13.gal/4;51384;0
2030;192.168.56.1;5683;www.inrow15.gal/1;64477;0
2031;192.168.56.3;5683;www.inrow15.gal/1;58604;0
2032;192.168.56.1;5683;www.inrow15.gal/2;64478;0
2033;192.168.56.3;5683;www.inrow15.gal/2;26646;0
2034;192.168.56.1;5683;www.inrow15.gal/3;64479;0
2035;192.168.56.3;5683;www.inrow15.gal/3;21563;0
2036;192.168.56.1;5683;www.inrow15.gal/4;64480;0
2037;192.168.56.3;5683;www.inrow15.gal/4;57967;0
2038;192.168.56.1;5683;www.inrow23.gal/1;64481;0
2039;192.168.56.4;5683;www.inrow23.gal/1;14677;0
2040;192.168.56.1;5683;www.inrow23.gal/2;64482;0
2041;192.168.56.4;5683;www.inrow23.gal/2;45629;0
2042;192.168.56.1;5683;www.inrow23.gal/3;64483;0
2043;192.168.56.4;5683;www.inrow23.gal/3;40611;0
2044;192.168.56.1;5683;www.inrow23.gal/4;64484;0
2045;192.168.56.4;5683;www.inrow23.gal/4;38356;0
2046;192.168.56.1;5683;www.inrow25.gal/1;64485;0
2047;192.168.56.5;5683;www.inrow25.gal/1;31215;0
2048;192.168.56.1;5683;www.inrow25.gal/2;64486;0
2049;192.168.56.5;5683;www.inrow25.gal/2;34414;0
2050;192.168.56.1;5683;www.inrow25.gal/3;64487;0
2051;192.168.56.5;5683;www.inrow25.gal/3;24830;0
2052;192.168.56.1;5683;www.inrow25.gal/4;64488;0
2053;192.168.56.5;5683;www.inrow25.gal/4;16236;0
2054;192.168.56.1;5683;www.inrow13.gal/1;64489;0
2055;192.168.56.2;5683;www.inrow13.gal/1;25383;0
2056;192.168.56.1;5683;www.inrow13.gal/2;64490;0
2057;192.168.56.2;5683;www.inrow13.gal/2;12457;0
2058;192.168.56.1;5683;www.inrow13.gal/3;64491;0
2059;192.168.56.2;5683;www.inrow13.gal/3;14898;0
2060;192.168.56.1;5683;www.inrow13.gal/4;64492;0
2061;192.168.56.2;5683;www.inrow13.gal/4;4287;0
2062;192.168.56.1;5683;www.inrow15.gal/1;64493;0
2063;192.168.56.3;5683;www.inrow15.gal/1;41654;0
2064;192.168.56.1;5683;www.inrow15.gal/2;64494;0
2065;192.168.56.3;5683;www.inrow15.gal/2;44865;0
2066;192.168.56.1;5683;www.inrow15.gal/3;64495;0
2067;192.168.56.3;5683;www.inrow15.gal/3;31300;0
2068;192.168.56.1;5683;www.inrow15.gal/4;64496;0
2069;192.168.56.3;5683;www.inrow15.gal/4;17505;0
2070;192.168.56.1;5683;www.inrow23.gal/1;64497;0
2071;192.168.56.4;5683;www.inrow23.gal/1;12903;0
2072;192.168.56.1;5683;www.inrow23.gal/2;64498;0
2073;192.168.56.4;5683;www.inrow23.gal/2;45021;0
2074;192.168.56.1;5683;www.inrow23.gal/3;64499;0
2075;192.168.56.4;5683;www.inrow23.gal/3;5018;0
2076;192.168.56.1;5683;www.inrow23.gal/4;64500;0
2077;192.168.56.4;5683;www.inrow23.gal/4;24656;0
2078;192.168.56.1;5683;www.inrow25.gal/1;64501;0
2079;192.168.56.5;5683;www.inrow25.gal/1;6404;0
2080;192.168.56.1;5683;www.inrow25.gal/2;64502;0
2081;192.168.56.5;5683;www.inrow25.gal/2;61822;0
2082;192.168.56.1;5683;www.inrow25.gal/3;64503;0
2083;192.168.56.5;5683;www.inrow25.gal/3;48342;0
2084;192.168.56.1;5683;www.inrow25.gal/4;64504;0
2085;192.168.56.5;5683;www.inrow25.gal/4;3676;0
2086;192.168.56.1;5683;www.inrow13.gal/1;64505;0
2087;192.168.56.2;5683;www.inrow13.gal/1;11145;0
2088;192.168.56.1;5683;www.inrow13.gal/2;64506;0
2089;192.168.56.2;5683;www.inrow13.gal/2;22273;0
2090;192.168.56.1;5683;www.inrow13.gal/3;64507;0
2091;192.168.56.2;5683;www.inrow13.gal/3;58461;0
2092;192.168.56.1;5683;www.inrow13.gal/4;64508;0
2093;192.168.56.2;5683;www.inrow13.gal/4;22818;0
2094;192.168.56.1;5683;www.inrow15.gal/1;64509;0
2095;192.168.56.3;5683;www.inrow15.gal/1;32184;0
2096;192.168.56.1;5683;www.inrow15.gal/2;64510;0
2097;192.168.56.3;5683;www.inrow15.gal/2;54684;0
2098;192.168.56.1;5683;www.inrow15.gal/3;64511;0
2099;192.168.56.3;5683;www.inrow15.gal/3;62956;0
2100;192.168.56.1;5683;www.inrow15.gal/4;64512;0
2101;192.168.56.3;5683;www.inrow15.gal/4;28811;0
2102;192.168.56.1;5683;www.inrow23.gal/1;64513;0
2103;192.168.56.4;5683;www.inrow23.gal/1;56224;0
2104;192.168.56.1;5683;www.inrow23.gal/2;64514;0
2105;192.168.56.4;5683;www.inrow23.gal/2;29367;0
2106;192.168.56.1;5683;www.inrow23.gal/3;64515;0
2107;192.168.56.4;5683;www.inrow23.gal/3;15099;0
2108;192.168.56.1;5683;www.inrow23.gal/4;64516;0
2109;192.168.56.4;5683;www.inrow23.gal/4;28882;0
2110;192.168.56.1;5683;www.inrow25.gal/1;64517;0
2111;192.168.56.5;5683;www.inrow25.gal/1;12144;0
2112;192.168.56.1;5683;www.inrow25.gal/2;64518;0
2113;192.168.56.5;5683;www.inrow25.gal/2;24647;0
2114;192.168.56.1;5683;www.inrow25.gal/3;64519;0
2115;192.168.56.5;5683;www.inrow25.gal/3;7850;0
2116;192.168.56.1;5683;www.inrow25.gal/4;64520;0
2117;192.168.56.5;5683;www.inrow25.gal/4;40366;0
2118;192.168.56.1;5683;www.inrow13.gal/1;64521;0
2119;192.168.56.2;5683;www.inrow13.gal/1;5386;0
2120;192.168.56.1;5683;www.inrow13.gal/2;64522;0
2121;192.168.56.2;5683;www.inrow13.gal/2;15275;0
2122;192.168.56.1;5683;www.inrow13.gal/3;64523;0
2123;192.168.56.2;5683;www.inrow13.gal/3;31654;0
2124;192.168.56.1;5683;www.inrow13.gal/4;64524;0
2125;192.168.56.2;5683;www.inrow13.gal/4;64087;0
2126;192.168.56.1;5683;www.inrow15.gal/1;64525;0
2127;192.168.56.3;5683;www.inrow15.gal/1;16688;0
2128;192.168.56.1;5683;www.inrow15.gal/2;64526;0
2129;192.168.56.3;5683;www.inrow15.gal/2;44410;0
2130;192.168.56.1;5683;www.inrow15.gal/3;64527;0
2131;192.168.56.3;5683;www.inrow15.gal/3;32732;0
2132;192.168.56.1;5683;www.inrow15.gal/4;64528;0
2133;192.168.56.3;5683;www.inrow15.gal/4;43843;0
2134;192.168.56.1;5683;www.inrow23.gal/1;64529;0
2135;192.168.56.4;5683;www.inrow23.gal/1;21996;0
2136;192.168.56.1;5683;www.inrow23.gal/2;64530;0
2137;192.168.56.4;5683;www.inrow23.gal/2;15550;0
2138;192.168.56.1;5683;www.inrow23.gal/3;64531;0
2139;192.168.56.4;5683;www.inrow23.gal/3;38253;0
2140;192.168.56.1;5683;www.inrow23.gal/4;64532;0
2141;192.168.56.4;5683;www.inrow23.gal/4;27070;0
2142;192.168.56.1;5683;www.inrow25.gal/1;64533;0
2143;192.168.56.5;5683;www.inrow25.gal/1;24412;0
2144;192.168.56.1;5683;www.inrow25.gal/2;64534;0
2145;192.168.56.5;5683;www.inrow25.gal/2;35113;0
2146;192.168.56.1;5683;www.inrow25.gal/3;64535;0
2147;192.168.56.5;5683;www.inrow25.gal/3;47499;0
2148;192.168.56.1;5683;www.inrow25.gal/4;64536;0
2149;192.168.56.5;5683;www.inrow25.gal/4;50393;0
2150;192.168.56.1;5683;www.inrow13.gal/1;64537;0
2151;192.168.56.2;5683;www.inrow13.gal/1;4122;0
2152;192.168.56.1;5683;www.inrow13.gal/2;64538;0
2153;192.168.56.2;5683;www.inrow13.gal/2;50513;0
2154;192.168.56.1;5683;www.inrow13.gal/3;64539;0
2155;192.168.56.2;5683;www.inrow13.gal/3;39757;0
2156;192.168.56.1;5683;www.inrow13.gal/4;64540;0
2157;192.168.56.2;5683;www.inrow13.gal/4;49184;0
2158;192.168.56.1;5683;www.inrow15.gal/1;64541;0
2159;192.168.56.3;5683;www.inrow15.gal/1;48673;0
2160;192.168.56.1;5683;www.inrow15.gal/2;64542;0
2161;192.168.56.3;5683;www.inrow15.gal/2;36686;0
2162;192.168.56.1;5683;www.inrow15.gal/3;64543;0
2163;192.168.56.3;5683;www.inrow15.gal/3;9023;0
2164;192.168.56.1;5683;www.inrow15.gal/4;64544;0
2165;192.168.56.3;5683;www.inrow15.gal/4;44256;0
2166;192.168.56.1;5683;www.inrow23.gal/1;64545;0
2167;192.168.56.4;5683;www.inrow23.gal/1;3226;0
2168;192.168.56.1;5683;www.inrow23.gal/2;64546;0
2169;192.168.56.4;5683;www.inrow23.gal/2;25325;0
2170;192.168.56.1;5683;www.inrow23.gal/3;64547;0
2171;192.168.56.4;5683;www.inrow23.gal/3;11121;0
2172;192.168.56.1;5683;www.inrow23.gal/4;64548;0
2173;192.168.56.4;5683;www.inrow23.gal/4;14859;0
2174;192.168.56.1;5683;www.inrow25.gal/1;64549;0
2175;192.168.56.5;5683;www.inrow25.gal/1;61922;0
2176;192.168.56.1;5683;www.inrow25.gal/2;64550;0
2177;192.168.56.5;5683;www.inrow25.gal/2;48201;0
2178;192.168.56.1;5683;www.inrow25.gal/3;64551;0
2179;192.168.56.5;5683;www.inrow25.gal/3;23535;0
2180;192.168.56.1;5683;www.inrow25.gal/4;64552;0
2181;192.168.56.5;5683;www.inrow25.gal/4;20110;0
2182;192.168.56.1;5683;www.inrow13.gal/1;64553;0
2183;192.168.56.2;5683;www.inrow13.gal/1;45772;0
2184;192.168.56.1;5683;www.inrow13.gal/2;64554;0
2185;192.168.56.2;5683;www.inrow13.gal/2;59210;0
2186;192.168.56.1;5683;www.inrow13.gal/3;64555;0
2187;192.168.56.2;5683;www.inrow13.gal/3;39296;0
2188;192.168.56.1;5683;www.inrow13.gal/4;64556;0
2189;192.168.56.2;5683;www.inrow13.gal/4;63621;0
2190;192.168.56.1;5683;www.inrow15.gal/1;64557;0
2191;192.168.56.3;5683;www.inrow15.gal/1;21211;0
2192;192.168.56.1;5683;www.inrow15.gal/2;64558;0
2193;192.168.56.3;5683;www.inrow15.gal/2;13675;0
2194;192.168.56.1;5683;www.inrow15.gal/3;64559;0
2195;192.168.56.3;5683;www.inrow15.gal/3;23507;0
2196;192.168.56.1;5683;www.inrow15.gal/4;64560;0
2197;192.168.56.3;5683;www.inrow15.gal/4;10514;0
2198;192.168.56.1;5683;www.inrow23.gal/1;64561;0
2199;192.168.56.4;5683;www.inrow23.gal/1;63667;0
2200;192.168.56.1;5683;www.inrow23.gal/2;64562;0
2201;192.168.56.4;5683;www.inrow23.gal/2;37263;0
2202;192.168.56.1;5683;www.inrow23.gal/3;64563;0
2203;192.168.56.4;5683;www.inrow23.gal/3;30020;0
2204;192.168.56.1;5683;www.inrow23.gal/4;64564;0
2205;192.168.56.4;5683;www.inrow23.gal/4;46159;0
2206;192.168.56.1;5683;www.inrow25.gal/1;64565;0
2207;192.168.56.5;5683;www.inrow25.gal/1;21172;0
2208;192.168.56.1;5683;www.inrow25.gal/2;64566;0
2209;192.168.56.5;5683;www.inrow25.gal/2;2562;0
2210;192.168.56.1;5683;www.inrow25.gal/3;64567;0
2211;192.168.56.5;5683;www.inrow25.gal/3;21440;0
2212;192.168.56.1;5683;www.inrow25.gal/4;64568;0
2213;192.168.56.5;5683;www.inrow25.gal/4;36635;0
2214;192.168.56.1;5683;www.inrow13.gal/1;64569;0
2215;192.168.56.2;5683;www.inrow13.gal/1;21768;0
2216;192.168.56.1;5683;www.inrow13.gal/2;64570;0
2217;192.168.56.2;5683;www.inrow13.gal/2;57634;0
2218;192.168.56.1;5683;www.inrow13.gal/3;64571;0
2219;192.168.56.2;5683;www.inrow13.gal/3;51314;0
2220;192.168.56.1;5683;www.inrow13.gal/4;64572;0
2221;192.168.56.2;5683;www.inrow13.gal/4;60865;0
2222;192.168.56.1;5683;www.inrow15.gal/1;64573;0
2223;192.168.56.3;5683;www.inrow15.gal/1;28143;0
2224;192.168.56.1;5683;www.inrow15.gal/2;64574;0
2225;192.168.56.3;5683;www.inrow15.gal/2;28120;0
2226;192.168.56.1;5683;www.inrow15.gal/3;64575;0
2227;192.168.56.3;5683;www.inrow15.gal/3;48811;0
2228;192.168.56.1;5683;www.inrow15.gal/4;64576;0
2229;192.168.56.3;5683;www.inrow15.gal/4;21508;0
2230;192.168.56.1;5683;www.inrow23.gal/1;64577;0
2231;192.168.56.4;5683;www.inrow23.gal/1;3609;0
2232;192.168.56.1;5683;www.inrow23.gal/2;64578;0
2233;192.168.56.4;5683;www.inrow23.gal/2;63504;0
2234;192.168.56.1;5683;www.inrow23.gal/3;64579;0
2235;192.168.56.4;5683;www.inrow23.gal/3;63530;0
2236;192.168.56.1;5683;www.inrow23.gal/4;64580;0
2237;192.168.56.4;5683;www.inrow23.gal/4;50654;0
2238;192.168.56.1;5683;www.inrow25.gal/1;64581;0
2239;192.168.56.5;5683;www.inrow25.gal/1;16318;0
2240;192.168.56.1;5683;www.inrow25.gal/2;64582;0
2241;192.168.56.5;5683;www.inrow25.gal/2;59674;0
2242;192.168.56.1;5683;www.inrow25.gal/3;64583;0
2243;192.168.56.5;5683;www.inrow25.gal/3;25706;0
2244;192.168.56.1;5683;www.inrow25.gal/4;64584;0
2245;192.168.56.5;5683;www.inrow25.gal/4;30426;0
2246;;;;;0
2247;192.168.56.1;5683;www.inrow13.gal/1;64585;0
2248;192.168.56.2;5683;www.inrow13.gal/1;36844;0
2249;192.168.56.1;5683;www.inrow13.gal/2;64586;0
2250;192.168.56.2;5683;www.inrow13.gal/2;28571;0
2251;192.168.56.1;5683;www.inrow13.gal/3;64587;0
2252;192.168.56.2;5683;www.inrow13.gal/3;61546;0
2253;192.168.56.1;5683;www.inrow13.gal/4;64588;0
2254;192.168.56.2;5683;www.inrow13.gal/4;12783;0
2255;192.168.56.1;5683;www.inrow15.gal/1;64589;0
2256;192.168.56.3;5683;www.inrow15.gal/1;13070;0
2257;192.168.56.1;5683;www.inrow15.gal/2;64590;0
2258;192.168.56.3;5683;www.inrow15.gal/2;22043;0
2259;192.168.56.1;5683;www.inrow15.gal/3;64591;0
2260;192.168.56.3;5683;www.inrow15.gal/3;55202;0
2261;192.168.56.1;5683;www.inrow15.gal/4;64592;0
2262;192.168.56.3;5683;www.inrow15.gal/4;30253;0
2263;192.168.56.1;5683;www.inrow23.gal/1;64593;0
2264;192.168.56.4;5683;www.inrow23.gal/1;5913;0
2265;192.168.56.1;5683;www.inrow23.gal/2;64594;0
2266;192.168.56.4;5683;www.inrow23.gal/2;33483;0
2267;192.168.56.1;5683;www.inrow23.gal/3;64595;0
2268;192.168.56.4;5683;www.inrow23.gal/3;44270;0
2269;192.168.56.1;5683;www.inrow23.gal/4;64596;0
2270;192.168.56.4;5683;www.inrow23.gal/4;52451;0
2271;192.168.56.1;5683;www.inrow25.gal/1;64597;0
2272;192.168.56.5;5683;www.inrow25.gal/1;41681;0
2273;192.168.56.1;5683;www.inrow25.gal/2;64598;0
2274;192.168.56.5;5683;www.inrow25.gal/2;64176;0
2275;192.168.56.1;5683;www.inrow25.gal/3;64599;0
2276;192.168.56.5;5683;www.inrow25.gal/3;53829;0
2277;192.168.56.1;5683;www.inrow25.gal/4;64600;0
2278;192.168.56.5;5683;www.inrow25.gal/4;37691;0
2279;;;;;0
2280;;;;;0
2281;192.168.56.1;5353;;;0
2282;;5353;;;0
2283;192.168.56.1;5683;www.inrow13.gal/1;64601;0
2284;192.168.56.2;5683;www.inrow13.gal/1;59543;0
2285;192.168.56.1;5683;www.inrow13.gal/2;64602;0
2286;192.168.56.2;5683;www.inrow13.gal/2;21280;0
2287;192.168.56.1;5683;www.inrow13.gal/3;64603;0
2288;192.168.56.2;5683;www.inrow13.gal/3;17736;0
2289;192.168.56.1;5683;www.inrow13.gal/4;64604;0
2290;192.168.56.2;5683;www.inrow13.gal/4;30434;0
2291;192.168.56.1;5683;www.inrow15.gal/1;64605;0
2292;192.168.56.3;5683;www.inrow15.gal/1;63505;0
2293;192.168.56.1;5683;www.inrow15.gal/2;64606;0
2294;192.168.56.3;5683;www.inrow15.gal/2;25095;0
2295;192.168.56.1;5683;www.inrow15.gal/3;64607;0
2296;192.168.56.3;5683;www.inrow15.gal/3;34189;0
2297;192.168.56.1;5683;www.inrow15.gal/4;64608;0
2298;192.168.56.3;5683;www.inrow15.gal/4;23479;0
2299;192.168.56.1;5683;www.inrow23.gal/1;64609;0
2300;192.168.56.4;5683;www.inrow23.gal/1;18834;0
2301;192.168.56.1;5683;www.inrow23.gal/2;64610;0
2302;192.168.56.4;5683;www.inrow23.gal/2;42584;0
2303;192.168.56.1;5683;www.inrow23.gal/3;64611;0
2304;192.168.56.4;5683;www.inrow23.gal/3;33086;0
2305;192.168.56.1;5683;www.inrow23.gal/4;64612;0
2306;192.168.56.4;5683;www.inrow23.gal/4;37294;0
2307;192.168.56.1;5683;www.inrow25.gal/1;64613;0
2308;192.168.56.5;5683;www.inrow25.gal/1;19824;0
2309;192.168.56.1;5683;www.inrow25.gal/2;64614;0
2310;192.168.56.5;5683;www.inrow25.gal/2;19735;0
2311;192.168.56.1;5683;www.inrow25.gal/3;64615;0
2312;192.168.56.5;5683;www.inrow25.gal/3;52375;0
2313;192.168.56.1;5683;www.inrow25.gal/4;64616;0
2314;192.168.56.5;5683;www.inrow25.gal/4;13264;0
2315;;;;;0
2316;;;;;0
2317;;;;;0
2318;;;;;0
2319;;;;;0
2320;;;;;0
2321;192.168.56.1;5683;www.inrow13.gal/1;64617;0
2322;192.168.56.2;5683;www.inrow13.gal/1;42069;0
2323;192.168.56.1;5683;www.inrow13.gal/2;64618;0
2324;192.168.56.2;5683;www.inrow13.gal/2;19105;0
2325;192.168.56.1;5683;www.inrow13.gal/3;64619;0
2326;192.168.56.2;5683;www.inrow13.gal/3;4195;0
2327;192.168.56.1;5683;www.inrow13.gal/4;64620;0
2328;192.168.56.2;5683;www.inrow13.gal/4;28552;0
2329;192.168.56.1;5683;www.inrow15.gal/1;64621;0
2330;192.168.56.3;5683;www.inrow15.gal/1;64273;0
2331;192.168.56.1;5683;www.inrow15.gal/2;64622;0
2332;192.168.56.3;5683;www.inrow15.gal/2;26254;0
2333;192.168.56.1;5683;www.inrow15.gal/3;64623;0
2334;192.168.56.3;5683;www.inrow15.gal/3;51730;0
2335;192.168.56.1;5683;www.inrow15.gal/4;64624;0
2336;192.168.56.3;5683;www.inrow15.gal/4;38502;0
2337;192.168.56.1;5683;www.inrow23.gal/1;64625;0
2338;192.168.56.4;5683;www.inrow23.gal/1;25996;0
2339;192.168.56.1;5683;www.inrow23.gal/2;64626;0
2340;192.168.56.4;5683;www.inrow23.gal/2;29797;0
2341;192.168.56.1;5683;www.inrow23.gal/3;64627;0
2342;192.168.56.4;5683;www.inrow23.gal/3;37471;0
2343;192.168.56.1;5683;www.inrow23.gal/4;64628;0
2344;192.168.56.4;5683;www.inrow23.gal/4;7340;0
2345;192.168.56.1;5683;www.inrow25.gal/1;64629;0
2346;192.168.56.5;5683;www.inrow25.gal/1;57270;0
2347;192.168.56.1;5683;www.inrow25.gal/2;64630;0
2348;192.168.56.5;5683;www.inrow25.gal/2;16624;0
2349;192.168.56.1;5683;www.inrow25.gal/3;64631;0
2350;192.168.56.5;5683;www.inrow25.gal/3;43855;0
2351;192.168.56.1;5683;www.inrow25.gal/4;64632;0
2352;192.168.56.5;5683;www.inrow25.gal/4;30340;0
2353;192.168.56.1;5683;www.inrow13.gal/1;64633;0
2354;192.168.56.2;5683;www.inrow13.gal/1;6527;0
2355;192.168.56.1;5683;www.inrow13.gal/2;64634;0
2356;192.168.56.2;5683;www.inrow13.gal/2;31842;0
2357;192.168.56.1;5683;www.inrow13.gal/3;64635;0
2358;192.168.56.2;5683;www.inrow13.gal/3;25387;0
2359;192.168.56.1;5683;www.inrow13.gal/4;64636;0
2360;192.168.56.2;5683;www.inrow13.gal/4;41425;0
2361;192.168.56.1;5683;www.inrow15.gal/1;64637;0
2362;192.168.56.3;5683;www.inrow15.gal/1;36566;0
2363;192.168.56.1;5683;www.inrow15.gal/2;64638;0
2364;192.168.56.3;5683;www.inrow15.gal/2;55168;0
2365;192.168.56.1;5683;www.inrow15.gal/3;64639;0
2366;192.168.56.3;5683;www.inrow15.gal/3;31680;0
2367;192.168.56.1;5683;www.inrow15.gal/4;64640;0
2368;192.168.56.3;5683;www.inrow15.gal/4;53560;0
2369;192.168.56.1;5683;www.inrow23.gal/1;64641;0
2370;192.168.56.4;5683;www.inrow23.gal/1;46652;0
2371;192.168.56.1;5683;www.inrow23.gal/2;64642;0
2372;192.168.56.4;5683;www.inrow23.gal/2;20214;0
2373;192.168.56.1;5683;www.inrow23.gal/3;64643;0
2374;192.168.56.4;5683;www.inrow23.gal/3;19653;0
2375;192.168.56.1;5683;www.inrow23.gal/4;64644;0
2376;192.168.56.4;5683;www.inrow23.gal/4;39711;0
2377;192.168.56.1;5683;www.inrow25.gal/1;64645;0
2378;192.168.56.5;5683;www.inrow25.gal/1;41838;0
2379;192.168.56.1;5683;www.inrow25.gal/2;64646;0
2380;192.168.56.5;5683;www.inrow25.gal/2;22142;0
2381;192.168.56.1;5683;www.inrow25.gal/3;64647;0
2382;192.168.56.5;5683;www.inrow25.gal/3;6796;0
2383;192.168.56.1;5683;www.inrow25.gal/4;64648;0
2384;192.168.56.5;5683;www.inrow25.gal/4;19194;0
2385;192.168.56.1;5683;www.inrow13.gal/1;64649;0
2386;192.168.56.2;5683;www.inrow13.gal/1;2021;0
2387;192.168.56.1;5683;www.inrow13.gal/2;64650;0
2388;192.168.56.2;5683;www.inrow13.gal/2;64680;0
2389;192.168.56.1;5683;www.inrow13.gal/3;64651;0
2390;192.168.56.2;5683;www.inrow13.gal/3;62353;0
2391;192.168.56.1;5683;www.inrow13.gal/4;64652;0
2392;192.168.56.2;5683;www.inrow13.gal/4;37420;0
2393;192.168.56.1;5683;www.inrow15.gal/1;64653;0
2394;192.168.56.3;5683;www.inrow15.gal/1;35822;0
2395;192.168.56.1;5683;www.inrow15.gal/2;64654;0
2396;192.168.56.3;5683;www.inrow15.gal/2;27450;0
2397;192.168.56.1;5683;www.inrow15.gal/3;64655;0
2398;192.168.56.3;5683;www.inrow15.gal/3;63224;0
2399;192.168.56.1;5683;www.inrow15.gal/4;64656;0
2400;192.168.56.3;5683;www.inrow15.gal/4;33782;0
2401;192.168.56.1;5683;www.inrow23.gal/1;64657;0
2402;192.168.56.4;5683;www.inrow23.gal/1;41587;0
2403;192.168.56.1;5683;www.inrow23.gal/2;64658;0
2404;192.168.56.4;5683;www.inrow23.gal/2;13443;0
2405;192.168.56.1;5683;www.inrow23.gal/3;64659;0
2406;192.168.56.4;5683;www.inrow23.gal/3;33675;0
2407;192.168.56.1;5683;www.inrow23.gal/4;64660;0
2408;192.168.56.4;5683;www.inrow23.gal/4;24307;0
2409;192.168.56.1;5683;www.inrow25.gal/1;64661;0
2410;192.168.56.5;5683;www.inrow25.gal/1;26742;0
2411;192.168.56.1;5683;www.inrow25.gal/2;64662;0
2412;192.168.56.5;5683;www.inrow25.gal/2;39574;0
2413;192.168.56.1;5683;www.inrow25.gal/3;64663;0
2414;192.168.56.5;5683;www.inrow25.gal/3;11938;0
2415;192.168.56.1;5683;www.inrow25.gal/4;64664;0
2416;192.168.56.5;5683;www.inrow25.gal/4;41267;0
2417;192.168.56.1;5683;www.inrow13.gal/1;64665;0
2418;192.168.56.2;5683;www.inrow13.gal/1;40672;0
2419;192.168.56.1;5683;www.inrow13.gal/2;64666;0
2420;192.168.56.2;5683;www.inrow13.gal/2;54396;0
2421;192.168.56.1;5683;www.inrow13.gal/3;64667;0
2422;192.168.56.2;5683;www.inrow13.gal/3;16285;0
2423;192.168.56.1;5683;www.inrow13.gal/4;64668;0
2424;192.168.56.2;5683;www.inrow13.gal/4;29245;0
2425;192.168.56.1;5683;www.inrow15.gal/1;64669;0
2426;192.168.56.3;5683;www.inrow15.gal/1;30275;0
2427;192.168.56.1;5683;www.inrow15.gal/2;64670;0
2428;192.168.56.3;5683;www.inrow15.gal/2;12675;0
2429;192.168.56.1;5683;www.inrow15.gal/3;64671;0
2430;192.168.56.3;5683;www.inrow15.gal/3;53820;0
2431;192.168.56.1;5683;www.inrow15.gal/4;64672;0
2432;192.168.56.3;5683;www.inrow15.gal/4;34424;0
2433;192.168.56.1;5683;www.inrow23.gal/1;64673;0
2434;192.168.56.4;5683;www.inrow23.gal/1;6455;0
2435;192.168.56.1;5683;www.inrow23.gal/2;64674;0
2436;192.168.56.4;5683;www.inrow23.gal/2;49796;0
2437;192.168.56.1;5683;www.inrow23.gal/3;64675;0
2438;192.168.56.4;5683;www.inrow23.gal/3;38988;0
2439;192.168.56.1;5683;www.inrow23.gal/4;64676;0
2440;192.168.56.4;5683;www.inrow23.gal/4;21727;0
2441;192.168.56.1;5683;www.inrow25.gal/1;64677;0
2442;192.168.56.5;5683;www.inrow25.gal/1;45431;0
2443;192.168.56.1;5683;www.inrow25.gal/2;64678;0
2444;192.168.56.5;5683;www.inrow25.gal/2;61994;0
2445;192.168.56.1;5683;www.inrow25.gal/3;64679;0
2446;192.168.56.5;5683;www.inrow25.gal/3;47876;0
2447;192.168.56.1;5683;www.inrow25.gal/4;64680;0
2448;192.168.56.5;5683;www.inrow25.gal/4;19681;0
2449;192.168.56.1;5683;www.inrow13.gal/1;64681;0
2450;192.168.56.2;5683;www.inrow13.gal/1;22515;0
2451;192.168.56.1;5683;www.inrow13.gal/2;64682;0
2452;192.168.56.2;5683;www.inrow13.gal/2;52570;0
2453;192.168.56.1;5683;www.inrow13.gal/3;64683;0
